key,0,1,2,3,4,5,6,7,8,9,10,11
9,"由于主要栖息的环境基本没有阳光，导致这种生物的甲壳完全变成了白色。特别是在蜕皮之后几乎是透明的。",4929,5,0,False,False,2,148,0,True,False,False
10,"看上去像石头，但实际上却是一种货真价实的生物。打磨之后会发出美丽的白色光泽，有着“海洋宝石”的美誉。",5460,5,0,False,False,0,134,0,True,False,False
11,"虽然名为公主，但实际上却是对钓鱼新人来说非常适合练手的入门鱼种。另外对于已经技艺精湛的老手捕鱼人来说，晚年的时候也会通过这种鱼找回一些青春的回忆。",4930,5,0,False,False,2,134,0,True,False,False
12,"非常普通的水母，根据萨雷安的博物学家的研究，水母的成长会经历九个变态阶段。",4872,6,0,False,False,0,134,0,True,False,False
13,"在威尔布兰德岛的河流中能够找到这种小鱼，不过其实它们的生命力比想象中的强，即使在河流入海口这种淡水咸水混杂的地方，也对它们的生活基本没什么影响。",4931,6,0,False,False,2,134,0,True,False,False
14,"很多人都不喜欢藤皮海参的外型，不过在翠浪海的马兹拉雅岛和近东地区的萨维奈岛上，人们会将这种海参干燥后作为食物。",4873,7,0,False,False,0,135,0,True,False,False
15,"一种主要在港湾附近活动的鱼，是海钓的人的老朋友了。利姆萨·罗敏萨的人们更是非常喜欢这种鱼。",4874,7,0,False,False,0,134,0,True,False,False
16,"非常凶猛的淡水食肉鱼，下水玩的孩子和家畜被它们咬伤的情况时有发生。不过经过红焖之后相当美味。",4932,7,0,False,False,2,148,0,True,False,False
17,"这种蝲蛄在幼年时期还是蓝灰色，随着年龄不断增加，外壳的红色也逐渐加深。",4933,8,0,False,False,2,137,0,True,False,False
18,"以其美味闻名于世的双壳贝类，一般住在海边的居民都会用来做各种家庭菜肴。",4875,8,0,False,False,0,135,0,True,False,False
19,"有潜伏在水底并用沙子掩盖自己身形的习性，所以在拉诺西亚地区，形容一个人胆小懦弱时就会说他“像一条潜沙鱼”。",4934,8,0,False,False,2,134,0,True,False,False
20,"这种鱼在柠檬色的身体上还有些淡淡的花纹，令人赏心悦目。在喜欢金色的乌尔达哈富人群体中非常受欢迎。",4876,9,0,False,False,0,134,0,True,False,False
21,"又细又长的黄铜色淡水鱼，农耕民族出身的拉拉菲尔人非常喜欢吃，但是一般人只会觉得有种土腥味。",4935,9,0,False,False,3,152,0,True,False,False
22,"传说中，这种鱼曾经是淡水鱼，不过有一次山岳神奥修昂听到海洋女神利姆莱茵的呼唤动身前往时不小心将它踩死了。后来利姆莱茵可怜它的不幸，将它转生成为了一种扁平的海鱼。",4877,10,0,False,False,0,135,0,True,False,False
23,"杂食性的淡水鱼，因为什么都吃，所以钓鱼的时候各种鱼饵都有效，也因此广受捕鱼人的欢迎。烤熟之后撒点盐就能变身成为惊天美味。",4936,10,0,False,False,2,148,0,True,False,False
24,"鱼虽小，却是库尔札斯地区一种非常贵重的食材。甚至有人在钓上这种鱼后当场就开始进行烹调。",4937,35,0,False,False,2,155,0,True,False,False
25,"由于长期处在没有光的环境中，盲鱼的眼睛已经退化了。好在它们的生活环境中没有天敌存在。捕食的时候会通过水流的变化感知猎物的位置。",4938,31,0,False,False,3,135,0,True,False,False
26,"甲壳很硬，不好加工，肉也很少，不推荐食用。另外经常横刀夺走鱼饵的习性令很多捕鱼人咬牙切齿。",4878,12,0,False,False,0,135,0,True,False,False
27,"一种很奇妙的小鱼，能够灵活利用胸鳍在泥地里爬行。凸出来的眼睛使得它们在浅水中也能观察到外面的敌人。",4939,13,0,False,False,3,140,0,True,False,False
28,"有着七彩斑纹的淡水鱼，使用拟饵也能很轻松地钓上来。用很多种方式进行烹调都会得到不错的味道。",4940,15,0,False,False,2,155,0,True,False,False
29,"有着“河川清道夫”的别名，主要吃各种死掉的鱼类和藻类，能够保持河川的清洁。如果这种蟹绝种的话，恐怕所有的河川都要变污浊了。",4941,15,0,False,False,2,152,0,True,False,False
30,"身上的花纹十分显眼，与东洲奥萨德次大陆一种名为“虎”的野兽非常相似，故而得名。",4879,15,0,False,False,0,135,0,True,False,False
31,"天性好斗，即使是同种也不放过。将两条这种鱼放入到同一个鱼缸中后很快就会展开你死我活的战斗。所以饲养的时候都是独门独院的。",4942,16,0,False,False,3,148,0,True,False,False
32,"非常奇特的一种生物，有着像板金头盔一样的外壳。原本人们都以为它和蟹是同一种类，但是博物学家阿特鲁纳却认为它们和蛛蝎的关系更近些。",4880,16,0,False,False,0,135,0,True,False,False
33,"在艾欧泽亚地区很常见的小型鲈鱼，由于和暗鲈的栖息环境基本相同，这两种鱼之间存在着激烈的竞争关系。",4943,17,0,False,False,3,140,0,True,False,False
34,"这是一种外来物种，原产于西方的新世界。由于背壳的形状而得到了“橡果”的名字。虽然可以食用，不过要是处理得不好的话会留下很重的土腥味。",4944,17,0,False,False,2,140,0,True,False,False
35,"罗斯利特湾的特产，味道十分鲜美。在新鲜的牡蛎肉上滴几滴太阳柠檬的汁更是别有一番风味。",4881,17,0,False,False,0,135,0,True,False,False
36,"平时基本是迟钝散漫的样子，但是在捕食的时候其灵敏度令人吃惊。据说当初是一位拉拉菲尔的王子引进到艾欧泽亚地区的。",4945,18,0,False,False,2,153,0,True,True,False
37,"在拉诺西亚的河流中随处可见。因为这种鱼比较擅长捕食小鱼，所以用诱饵鱼来钓是最合适的。",4946,18,0,False,False,2,134,0,True,False,False
38,"细长的身体两侧长有巨大的鱼鳍，能够在被大型鱼追赶的情况下跳出海面滑翔逃走。人们将它们在海面上飞翔的样子比喻成“海洋女神投掷的飞刀”。",4882,18,0,False,False,1,138,0,True,False,False
39,"据传言说，当初格里达尼亚为了保证战乱中被包围情况下的食物，特地将很多这种鱼放到了护城的翡翠湖中。",4947,19,0,False,False,3,132,0,True,False,False
40,"原产于南洋海区的暖水鱼，偶尔会随海流游到艾欧泽亚海区，所以这边也能钓到。",4883,19,0,False,False,1,134,0,True,False,False
41,"通过不断的人工选种培养出来的观赏鱼，通体散发出铜黄色的光辉，很受乌尔达哈贵族喜爱。",4948,20,0,False,False,3,140,0,True,False,False
42,"在河流中出生，在海洋中成长，随后再回到河流中产卵并迎接死亡。这种鱼经常被视作生命循环的象征。",4949,20,0,False,False,2,139,0,True,False,False
43,"据说这种贝类有种受到惊吓就会跳起来的习性，有些海鸟就会先往折刀贝的巢穴里丢小石头，等它们受到惊吓跳出来时趁机捕食。",4884,20,0,False,False,0,135,0,True,False,False
44,"经常将身形隐藏在泥土下面来躲避天敌的捕食，不过也正因为这一习性一开始让人误以为是“一种泥土里产生的巨像兵”。",4950,21,0,False,False,2,141,0,True,False,False
45,"在水中游泳的时候会挥舞着数量众多的触手，看上去就像是在跳舞一样。不过关于这一动作即使是专家们也有着不同的见解，到底是求爱的行为还是除去废质的行为一直争执不下。",4885,21,0,False,False,1,135,0,True,False,False
46,"一种经过品种改良的观赏鱼，从正上方看下去有着美丽至极的金银铜三重色。不过这种鱼只能通过人工培育才能产生，纯靠自然繁殖无法得到。",4951,21,0,False,False,2,148,0,True,False,False
47,"深红的甲壳犹如鲜血，据传说这种蝲蛄是太阳女神阿泽玛流淌的鲜血孕育出的生物。",4952,22,0,False,False,2,140,0,True,False,False
48,"身体的颜色像翡翠一样深，不过据说根据食性和栖息水域不同，体表的颜色也会有些微妙的区别。",4953,22,0,False,False,2,139,0,True,True,False
49,"带有沉默毒素的鱼，非常危险。据说曾经有一个家庭不小心将这种鱼端上了餐桌，结果吃完之后大家都不会说话了，家族间的联系也随之切断，最后导致整个家族彻底离散。",4886,22,0,False,False,0,137,0,True,False,False
50,"由于会在体内积聚杂质，所以不太适合食用。不过这种特性多少也会对栖息水域的水质有所帮助。",4954,23,0,False,False,3,139,0,True,False,False
51,"一种只能在暖水中生存的鱼类，而且用拟饵也很好上钩，非常受到捕鱼人初学者的喜爱。尤其是钓上鱼之后还能够顺势在附近的温泉享受一下。",4955,23,0,False,False,2,139,0,True,False,False
52,"玻璃一样几乎透明的身体使得这种鱼的存在感十分稀薄，直到近年才被人正式发现。",4956,24,0,False,False,2,134,0,True,False,False
53,"过去曾经有过一段时期盛传“吃了这种鱼会提高视力”，可是后来由于实在太难吃而不了了之了。",4957,24,0,False,False,2,139,0,True,False,False
54,"这种鱼的鳍像刀剑一样锐利，也正因此得到了刀鳍的名字。其锋利程度甚至能够割破渔网逃生。",4887,24,0,False,False,1,138,0,True,False,False
55,"白天待在巢穴中一动不动，夜晚才会出来寻找食物。另外，这种鳗鱼是做鳗鱼派的绝佳材料。",4958,25,0,False,False,2,153,0,True,True,False
56,"从南方大陆带回来的品种，南方大陆虽然有很多生物已经绝种了，不过这种鱼的生命力仍然很顽强。即使来到新世界之后它们也在努力地繁殖后代。",4959,25,0,False,False,3,141,0,True,False,False
57,"迷人的蓝色会令人印象深刻。人们对这种颜色冠以其生息的海洋的名字——“罗海蓝”。",5461,25,0,False,False,1,137,0,True,False,False
58,"一种巨大的鱼，虽然经常有人会将这种鱼称为“海中的食人魔”，不过跟真正的食人魔比起来应该还是这种鱼比较好对付。",4888,25,0,False,False,1,134,0,True,False,False
59,"长着犹如盾牌一样的外壳，因此得到了传说中的“圣盾”之名。根据博物学家们的研究，这种虾可能是相当古老的一个物种。",4960,26,0,False,False,3,141,0,True,False,False
60,"有着奇特嘴型的小鱼，主要靠吃水藻为生。通常最大也只能成长到5星寸左右。",4961,26,0,False,False,3,153,0,True,False,False
61,"这种鱼俗称“钓手鱼”，能够靠头上的发光突起吸引小鱼靠近之后捕食。对捕鱼人来说是很有缘分的鱼吧。",4889,26,0,False,False,1,140,0,True,False,False
62,"在给这种鱼起名的时候，学会里就“海马”和“海龙”两个名字争论不休，可是这群人里明明谁都没见过马和龙长什么样子……",4890,26,0,False,False,0,137,0,True,False,False
63,"据说因为这种鱼最早是在树上被发现的，人们以为这种鱼有着爬树的能力，所以给它命名为上爬刺鱼。不过后来发现其实是被鸟抓上去的……",4962,27,0,False,False,3,153,0,True,False,False
64,"潜藏在湖泊底部的大型鱼，嘴边的胡须有着感知器的作用，能够察觉到猎物引起的震动，并且能够将眼前的猎物一口吞下。",4963,27,0,False,False,3,154,0,True,False,False
65,"有着招牌性的樱花色体表，以手指虾为主食。其中以比阿纳可岛产的鲷鱼最为美味。",4891,27,0,False,False,1,137,0,True,False,False
66,"一种很可怕的鱼，能够放电将猎物击晕。每年都会有一些人因为不小心靠近了这种鱼而遭到电击。",4964,28,0,False,False,3,153,0,True,False,False
67,"扁平的身体好像鞋底一样，烧烤之后浇上金钱蘑汤汁是不可多得的美味。",4892,28,0,False,False,0,135,0,True,False,False
68,"嘴里生有很多刺，能够吸附在猎物的身体上吸取体液。据说曾经是乌尔达哈王侯贵族专享的食物。",4965,29,0,False,False,2,146,0,True,False,False
69,"这种淡水鱼总是身披动物的头骨，不过不知道具体的动机是什么。可能是在争夺地盘的时候身体大的个体会因为披着的头骨比较大而有更多的优势。",4966,29,0,False,False,2,146,0,True,False,False
70,"一种头部像锤子一样的鲨鱼，基本是群体行动，最大的鱼群甚至能够超过100条。",4893,29,0,False,False,1,138,0,True,False,False
71,"作为食材非常受欢迎的一种淡水鱼。每年都成群结队沿着河流洄游，无论是对魔物还是野兽来说都是贵重的食物。",4967,28,0,False,False,2,145,0,True,False,False
72,"北洋之民的传统中有将这种海参切片生吃的习惯，据说口感非常特别。",4894,30,0,False,False,0,137,0,True,False,False
73,"嘴型很特别，能够吸附在岩石表面上。身上的斑纹也非常美丽。",4968,30,0,False,False,3,152,0,True,False,False
74,"能够发光的一种水藻，关于发光的原理现在学术界还没有任何定论，不过有种说法是可能是彷徨在现世的亡灵的杰作。",5544,31,0,False,False,3,135,0,True,False,False
75,"无论是作为食材还是作为大型鱼的钓饵都十分合适，是一种重要的海洋资源。是捕鱼人行会中捕捞量最高的鱼种。",4895,31,0,False,False,0,137,0,True,False,False
76,"细长的身体好像带子一样，并且被坚硬的鳞片牢牢地包裹着。偶尔会浮到水面上进行换气。",4969,32,0,False,False,3,146,0,True,False,False
77,"味道肥美的大型鱼，是猫魅族最喜欢的食物。据说在东方人们还有生吃的文化，钓上这种鱼后就立刻切开处理。",4896,32,0,False,False,1,137,0,True,False,False
78,"在神握角发现的鱼，据说有很强的耐毒性，并且可以作为推测水质的依据。",4970,32,0,False,False,3,135,0,True,False,False
79,"因为这种蜗牛总是附着在动物残骸的白骨上，所以有人认为它们是“妖异的爪牙”。",4971,33,0,False,False,3,145,0,True,False,False
80,"蔓根沼的特有品种，能够依靠胸鳍离开水面跳跃前进。",4972,33,0,False,False,3,153,0,True,False,False
81,"在海马与海龙的命名之争中，海龙派最终没能获取胜利，于是他们顽强地找到了这种和海马有近亲关系的新生物，终于用上了海龙这个名字。",4897,33,0,False,False,0,135,0,True,False,False
82,"尖尖的下颚能够将小型的鱼和虫子整个吞下去。据说是非常古老的鱼种，从古到今一直没有改变形态。",4973,34,0,False,False,3,153,0,True,False,False
83,"经常深夜里成群在海面游泳，水面在月光的照耀下会显出乳白色的光辉。据说这种鱼接受过月亮神梅茵菲娜的祝福。",4898,34,0,False,False,0,137,0,True,True,False
84,"钳子上生有细小的绒毛，看上去有点像耐热手套。",4974,34,0,False,False,2,137,0,True,False,False
85,"这种鱼的肉非常紧，即使煮很久也不会煮烂，所以经常会用到煮制菜肴中。据说曾是北海的明君所喜好的食物。",4899,34,0,False,False,1,140,0,True,False,False
86,"据说，这种观赏鱼最早是由一位名叫蒙凯·恩凯的拉拉菲尔人从南洋带到艾欧泽亚来的，并作为友好的礼物赠送给了黑衣森林的角尊。",4975,33,0,False,False,2,148,0,True,False,False
87,"只生活在河流及湖泊等内陆地区的淡水鱼。警戒心很强，对于钓者来说技术要求非常高。",4976,35,0,False,False,2,155,0,True,False,False
88,"这种贝虽然不适合食用，但是却能够产生出稀有的白珍珠。现在人们都急于确立一种养殖法来保证珍珠的产量。",4900,35,0,False,False,0,137,0,True,False,False
89,"所谓“沙海”，便是由非常细小的沙粒形成的沙漠。其中生存着很多沙海鱼，这种鱼在沙海鱼中处于食物链的最底层。",4977,35,0,False,False,4,146,0,True,False,False
90,"通过不断的人工选种培养出来的观赏鱼，通体散发出银白色的光辉，据说是三代养殖人员几十年的心血结晶。",4978,36,0,False,False,3,137,0,True,False,False
91,"身上显眼的花纹好像小丑的服装，是一种十分贵重的观赏鱼。",4979,36,0,False,False,3,146,0,True,False,False
92,"这种沙海鱼能够通过振动细小的鳍使沙粒液化。虽然看上去很像鲷鱼，不过其实关系并不是很近。",5032,36,0,False,False,4,146,0,True,False,False
93,"通过吸盘吸附在鲸鱼及鲨鱼的小型寄生鱼。一说这种鱼通过停止时间来吸附到大型鱼的身上，所以使用了光阴神最喜欢的花来命名。",4901,36,0,False,False,1,137,0,True,False,False
94,"因为鳞片过于坚硬，导致很少有大型鱼有勇气对铠甲琵琶鱼发动攻击。也正因为如此，这种鱼有着足够的时间成长到相当大的尺寸。",4980,37,0,False,False,3,153,0,True,False,False
95,"在淡水鱼中属于相当大型的一种鱼类。体型巨大的同时食量也非常巨大，钓鱼的时候用大一些的活饵比较容易钓到。",4981,37,0,False,False,3,156,0,True,False,False
96,"一种大型沙海鱼，捕食的对象除了小型沙海鱼及虫子之外，有时甚至还会对陆地上的魔物发起进攻。肉质肥厚鲜美，但是经常混有大量的沙子导致烹饪起来十分麻烦。",5033,37,0,False,False,4,146,0,True,False,False
97,"愤怒的时候会像气球一样膨胀起来，配上全身的棘刺，样子十分恐怖。别名“海上爆弹”。",4902,37,0,False,False,0,137,0,True,False,False
98,"一种杂食性的淡水鱼，用拟饵也能轻易钓到。在格里达尼亚地区，这种鱼是制作烤鱼的固定食材。",4982,38,0,False,False,2,153,0,True,False,False
99,"主要栖息在河口等淡水海水交汇的水域。身上的斑点显得十分可爱，作为观赏鱼非常受欢迎，可是却十分难以饲养。",4983,38,0,False,False,2,137,0,True,False,False
100,"能够十分迅速地潜藏到沙中，旁人看来就像妖术一样。因此得到了与东方的暗杀术相同的名字。",5034,38,0,False,False,4,146,0,True,False,False
101,"鳅鱼种出现这种闪着金光的品种实在非常罕见，可能是突发变异产生的吧。",4984,39,0,False,False,3,155,0,True,False,False
102,"这种沙海鱼有着非常强的滑翔能力，能够乘着沙尘暴飞出相当远的距离。绿洲的居民都用这种鱼的名字来形容有勇无谋的人。",5035,39,0,False,False,4,146,0,True,False,False
103,"冠以商贸神之名，周身闪着黄金光芒的鳗鱼。因为过于显眼逐渐养成了夜行的习性。",4985,39,0,False,False,2,145,0,True,True,False
104,"阿巴拉提亚地区的居民都很清楚如何用拟饵来钓这种鱼。因为身体是鲜血一样的红色，过去曾被误认为吸血鱼。",4986,40,0,False,False,2,155,0,True,False,False
105,"扁平的身体却有着鲜艳的色彩，外型非常漂亮。据说是随着贸易船从南洋群岛来到艾欧泽亚地区的。",4987,40,0,False,False,2,137,0,True,False,False
106,"在大作家戴文公卿的旅行记«地底都市见闻记»中有所记载，书中说这种蛞蝓是地下世界的使者，不过貌似没有人相信。",5036,40,0,False,False,4,146,0,True,False,False
107,"犹如鲜血一般红的珊瑚，象征着生命力。在拉诺西亚经常被用来当做祝贺得子的礼品。",5462,40,0,False,False,0,138,0,True,False,False
108,"石绿湖地区特有的品种，经常被附近的鸟类捕食。",4988,41,0,False,False,3,139,0,True,False,False
109,"蜥蜴人族认为这种蜗牛火红色的背壳是从火神伊弗利特的爪子上产生的，因此视其为神圣的食物。",4989,41,0,False,False,3,156,0,True,False,False
110,"这种沙海鱼能够登上沙丘顶端乘风滑翔，之后直接将猎物包裹住现场捕食。",5037,41,0,False,False,4,146,0,True,False,False
111,"虽说平时这种鲨鱼都只是以中型鱼类为目标，不过也罕见地出现过袭击人类的情况。所以还是不要在它们的活动范围内游泳比较好。",4903,41,0,False,False,1,134,0,True,False,False
112,"在乌尔达哈先王萨萨巴尔陛下的加冕仪式上，有一位商人献上了这种观赏鱼，于是后来人们就给这种鱼加上了“王家”的名字。",4990,42,0,False,False,3,145,0,True,False,False
113,"一种有着雷电花纹的罕见淡水鱼。据说黑衣森林中的护月之民认为这种带有雷电花纹的鱼是强力的象征。",4991,42,0,False,False,2,180,0,True,False,True
114,"传说中当初龙族挥血创造眷属时，无意中将一滴血溅到了河流里，于是变成了这种鱼。因此这种鱼为了能够更加接近飞在空中的龙，奋力练出了能够攀登瀑布的力量。",4992,43,0,False,False,2,152,0,True,False,False
115,"身上的鳞片闪耀着金属的光辉，整体的形状犹如一把刀，于是因此得名。不过看起来锋利度不太行。",4993,43,0,False,False,2,145,0,True,False,False
116,"有着锐利的牙齿，尤其喜欢捕食甲壳类动物的大型鱼。虽然作为食物味道不很理想，不过吃下之后会令人充满力量，于是经常用作药用。",4904,43,0,False,False,1,138,0,True,False,False
117,"这种鱼一到下雨天就会异常兴奋，也就更容易上钩。因此，森林的居民们逐渐开始认为是这种鱼在祈求下雨了，",4905,43,0,False,False,2,133,0,True,False,True
118,"庞大的身体像橡树的根一样，虽然肉比较厚，可以用作食用，不过因为水分太大了而没什么味道。",4994,44,0,False,False,2,154,0,True,True,False
119,"主要生息在溪流的中心地区，不过在艾欧泽亚的各地也都有所分布。平时主要躲藏在石头的缝隙中，以捕食小虫小鱼为生。",4995,44,0,False,False,2,139,0,True,False,False
120,"能够产生出黑珍珠的超罕见双壳贝类。因为整体来说黑珍珠数量都很少，所以被视作最高级的收藏品。",5466,44,0,False,False,0,138,0,True,False,False
121,"非常凶猛的食肉鱼，不仅仅是小鱼小贝，还有青蛙，甚至鼠类和低空捕食的鸟类都不放过，是北方狗鱼的亲属。",4996,45,0,False,False,2,153,0,True,False,False
122,"南方狗鱼的亲属，不过栖息地有所不同。要分辨这两种鱼很简单，尾巴红色的为北方，尾巴蓝色的为南方。",4997,45,0,False,False,2,155,0,True,False,False
123,"名字由地灵一族得来，不过具体出处呢，既有人说是“像地灵族一样小”，也有人说是“地灵族用炼金术给这种鱼上了色。”",4998,45,0,False,False,2,137,0,True,False,False
124,"古代种生物，被海盗们奉为圣物。其坚固的外壳经常被加工成酒杯，用来品尝庆祝胜利的美酒。",4906,45,0,False,False,0,138,0,True,False,False
125,"这种鱼能够利用喷水将水面上的飞虫击落。在利姆萨·罗敏萨，人们通常用这种鱼的名字称呼火枪名射手。",4999,45,0,False,False,3,137,0,True,False,True
126,"海月水母等浮空水母的亲属，将近一半的身体是用来储存飞行气体的气囊。",5038,45,0,False,False,5,155,0,True,False,False
127,"据说是哥布林族在巡礼途中抓获的鱼种，随后被带回了艾欧泽亚。哥布林族好像都非常喜欢吃这种鱼。",5000,46,0,False,False,2,153,0,True,False,False
128,"永恒川特有的一种淡水鱼，十分稀有，据说看到这种鱼跳出水面的身影会得到三天的好运气。",5001,46,0,False,False,2,137,0,True,False,False
129,"据说这种鱼的身长能够到达1星码。过去因为不太适合食用，所以即使钓到了也总是扔掉或用作田地里的肥料。不过近年来好像新创造出了很多配方。",4907,46,0,False,False,1,138,0,True,False,False
130,"领地意识非常强，能够像暗杀者一样将其他鱼逐个排除。也正因为这个习性，利用以小钓大的方式来钓这种鱼成功性最高。",5002,47,0,False,False,3,156,0,True,False,False
131,"耐毒性很高，即使在水质很差的环境也能生存。不过在这种环境中也会在体内积攒毒素，所以这种鱼无法食用。",5003,44,0,False,False,3,147,0,True,False,False
132,"虽然很久以前就有过这种鱼的记录，不过因为没有任何标本所以一直有人对其真实性表示怀疑。别名“飞天杖”。",5039,47,0,False,False,5,155,0,True,False,False
133,"这种鱼成熟之后头上会有一块显眼的突起，同类之间会利用这块突起互相冲撞进行激烈的决斗。",4908,47,0,False,False,1,138,0,True,False,False
134,"利用上升气流飞上天空，之后再急速降下捕食猎物。其速度之快甚至能够穿透飞空艇的气球。",5040,48,0,False,False,5,155,0,True,False,False
135,"在能够发电的鱼中魔力最强的一种。因此得到了强力雷魔法“震雷”之名。",5004,48,0,False,False,3,156,0,True,False,False
136,"力量非常大，即使上钩了想要成功钓起来也需要相当的技术。据说有博物学家认为这也是一种古代鱼。",5005,48,0,False,False,3,147,0,True,False,False
137,"这种云海鱼的扁平身体有着能够承受大气中风属性以太的功能，同时会像蝙蝠一样利用超声波来定位周围的情况。",5041,48,0,False,False,5,155,0,True,False,False
138,"通常在水比较浅的近海处栖息，在海底一动不动地等待猎物的靠近。",4909,48,0,False,False,0,138,0,True,False,False
139,"由北洲伊尔萨巴德大陆引进的品种，据说与其红色的眼睛目光交汇会招来不幸。",5006,48,0,False,False,3,156,0,True,False,False
140,"蜥蜴人族最喜欢吃的鱼类。他们将这种鱼从帕戈尔赞带到了萨纳兰。",5007,49,0,False,False,2,146,0,True,False,True
141,"这种鱼最为出名的习性便是会围绕产卵场所展开激烈的竞争。犹如竞技场内的格斗家一般用身体互相较量。",5008,49,0,False,False,2,153,0,True,False,False
142,"能够捕捉风属性以太的皮膜犹如帆船上的船帆。据说看到其美妙身影的人会交到好运。",5042,49,0,False,False,5,155,0,True,False,False
143,"无论任何人看到这种鱼都会感到背后发寒，但是味道却十分鲜美。",4910,49,0,False,False,0,138,0,True,False,False
144,"身上的斑点犹如繁星点点。人们通常都认为这种鱼是行星神妮美雅的杰作。",5009,50,0,False,False,2,155,0,True,False,False
145,"犹如战争女神哈罗妮一般勇猛善战，在伊修加德还有骑士将这种鱼作为自己的纹章。",5010,50,0,False,False,2,155,0,True,False,False
146,"当初从远东引进时价格非常高，不过随着大量繁殖现在的价格已经降低了很多。贵族们很喜欢在自家庭院的水池中饲养。",5011,50,0,False,False,3,156,0,True,False,False
147,"撒沟厉沙漠中生息的沙海鱼，经常用其发光的拟饵器官勾引行人，一旦有人误以为那是宝石便会遭到袭击。",5043,50,0,False,False,4,146,0,True,False,False
148,"在民间传说中，曾经有一位国王被难吃的鱼激怒，连盘子一起丢入了云海，而这却成为了这种鱼转生的契机。",5044,50,0,False,False,5,155,0,True,False,False
149,"以味道鲜美而闻名的大型龙虾。各地的美食家们经常争论如何烹调这种虾才会得到最鲜美的味道。",4911,50,0,False,False,0,140,0,True,True,False
150,"口中有着密密麻麻小刺的怪鱼，能够附着在猎物身体上吸光鲜血。即使是野兽和魔物也难逃它的魔爪。",5012,50,0,False,False,2,137,0,True,False,False
151,"在传说中，山岳与放浪之神奥修昂曾有过在山中迷路的经历，当时为这位大神指明方向的，正是这种鱼的祖先。",5013,50,0,False,False,2,155,0,True,False,False
152,"平时多栖息在河流入海口，偶尔会活动到沿岸地区。因为被网捕住后反而会吃掉其他落网的鱼，所以捕鱼人都很讨厌它。",4912,50,0,False,False,1,138,0,True,False,False
153,"要在这种虾切断钓线之前将它回收需要相当高的拉竿收线技巧。可以说是对捕鱼人技术的最大考验。",5014,50,0,False,False,3,155,0,True,False,False
154,"每年都会有些捕鱼人被这种鱼咬伤。伤痕犹如被长须豹咬过一样痛。",5015,70,0,False,False,3,139,0,True,False,False
155,"这种鱼被认为是传说中的大海蛇撒拉奥斯之子。平时主要在深海活动，身上的肉几乎没有能够食用的部分。",4913,55,0,False,False,1,137,0,True,False,True
156,"据说曾经有人因为被愿贝夹住了脚，无法脱身而在涨潮时被溺死了。不过实际上这种贝不会那么快关上贝壳的。",4914,55,0,False,False,0,135,0,True,False,False
157,"生命中的大部分时间都在睡觉，可以说是懒汉的象征。只有在黎明左右的短暂时间带里会开始觅食之类的活动。",5016,55,0,False,False,2,180,0,True,True,False
158,"这种鱼身上的黄色斑纹看上去像是有阳光从中透出。据说蜥蜴人族视其为火神伊弗利特祝福过的圣物。",5017,55,0,False,False,2,145,0,True,True,True
159,"这种鱼大多栖息在南洋水域，名字中的“麻希”是拉拉菲尔族古语中“力量强大”的意思。",4915,55,0,False,False,1,135,0,True,True,False
160,"生性喜欢水温较低的海底，在换季时会随海流移动到更容易生活的海域。",4916,55,0,False,False,1,138,0,True,False,False
161,"凶猛的巨鱼，沙漠之民经常用这种鱼来吓唬那些不听话的孩子。",5018,55,0,False,False,3,147,0,True,False,False
